year,full_name,gender,age,finish_time,finish_time_seconds,previous_time,progression_percentage,vitesse_finish_time,formatted_date_marathon,noc,pos,marathon_city_loc,rank_actual,score_total,half_marathon,QP,time_qualif,time_qualif_seconds,vitesse_qualif,formatted_date_qualif,Height,Weight,Sponsor,Followers,Height_1,Weight_1,Sponsor_1,Followers_1,Year_inauguration,Estimated_Spectators,Denivele_positif,Denivele_negatif,Month_of_Race,Nb_participant_moy,Season
2023,Yago ROJO,M,29,02:07:47,7667,8081,-0.05,19.720881700795619,03/12/2023,ESP,28,Valencia,429,1146,1,59,02:07:47,7667,19.720881700795619,03/12/2023,,,,18200,,,,18200,2024,330000,436,438,Aout,88,Summer
2023,Luis Fernando OSTOS CRUZ,M,32,02:14:10,8050,8065,0.0,18.782608695652172,19/02/2023,PER,50,Sevilla,430,1146,0,86,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2021,Ben PREISNER,M,28,02:15:30,8130,8367,-0.03,18.597785977859779,05/12/2021,CAN,45,Valencia,453,1141,1,87,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Shokhrukh DAVLYATOV,M,28,02:07:02,7622,8269,-0.08,19.837313041196534,03/12/2023,UZB,18,Valencia,504,1129,1,39,02:07:02,7622,19.837313041196534,03/12/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Tigst ASSEFA,F,28,02:15:37,8137,9241,-0.12,18.581786899348657,25/09/2022,ETH,1,Berlin,1,1488,0,1,02:11:53,7913,19.107797295589538,24/09/2023,168,53,,33500,168,53,,33500,2024,330000,436,438,Aout,88,Summer
2023,Tigst ASSEFA,F,28,02:11:53,7913,8137,-0.03,19.107797295589538,24/09/2023,ETH,1,Berlin,1,1488,0,1,02:11:53,7913,19.107797295589538,24/09/2023,168,53,,33500,168,53,,33500,2024,330000,436,438,Aout,88,Summer
2022,Amane Beriso SHANKULE,F,33,02:14:58,8098,8691,-0.07,18.671276858483576,04/12/2022,ETH,1,Valencia,2,1462,0,3,02:14:58,8098,18.671276858483576,04/12/2022,180,58,,,180,58,,,2024,330000,436,438,Aout,88,Summer
2023,Sifan HASSAN,F,31,02:18:33,8313,,,18.188379646337062,23/04/2023,NED,1,London,3,1443,0,2,02:13:44,8024,18.843469591226324,08/10/2023,170,49,,273000,170,49,,273000,2024,330000,436,438,Aout,88,Summer
2018,Ruth CHEPNGETICH,F,30,02:22:59,8579,8556,0.0,17.624431751952443,08/04/2018,KEN,2,Paris,4,1443,0,4,02:15:37,8137,18.581786899348657,08/10/2023,165,48,,16900,165,48,,16900,2024,330000,436,438,Aout,88,Summer
2020,Ruth CHEPNGETICH,F,30,02:22:05,8525,9163,-0.07,17.736070381231674,04/10/2020,KEN,3,London,4,1443,0,4,02:15:37,8137,18.581786899348657,08/10/2023,165,48,,16900,165,48,,16900,2024,330000,436,438,Aout,88,Summer
2022,Rosemary WANJIRU,F,30,02:18:00,8280,,,18.260869565217394,25/09/2022,KEN,2,Berlin,6,1412,0,6,02:16:14,8174,18.497675556643014,03/03/2024,159,45,,1041,159,45,,1041,2024,330000,436,438,Aout,88,Summer
2023,Rosemary WANJIRU,F,30,02:16:28,8188,8280,-0.01,18.466047874938937,05/03/2023,KEN,1,Tokyo,6,1412,0,6,02:16:14,8174,18.497675556643014,03/03/2024,159,45,,1041,159,45,,1041,2024,330000,436,438,Aout,88,Summer
2020,Joyciline JEPKOSGEI,F,31,02:18:40,8320,8558,-0.03,18.173076923076923,06/12/2020,KEN,2,Valencia,12,1371,0,7,02:17:23,8243,18.342836345990538,08/10/2023,156,52,,4144,156,52,,4144,2024,330000,436,438,Aout,88,Summer
2021,Joyciline JEPKOSGEI,F,31,02:17:43,8263,8320,-0.01,18.298438823671791,03/10/2021,KEN,1,London,12,1371,0,7,02:17:23,8243,18.342836345990538,08/10/2023,156,52,,4144,156,52,,4144,2024,330000,436,438,Aout,88,Summer
2022,Joyciline JEPKOSGEI,F,31,02:18:07,8287,8263,0.0,18.245444672378422,02/10/2022,KEN,2,London,12,1371,0,7,02:17:23,8243,18.342836345990538,08/10/2023,156,52,,4144,156,52,,4144,2024,330000,436,438,Aout,88,Summer
2017,Honami MAEDA,F,28,02:32:19,9139,,,16.544479702374442,29/01/2017,JPN,12,Osaka,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2018,Honami MAEDA,F,28,02:23:48,8628,8928,-0.03,17.524339360222534,28/01/2018,JPN,2,Osaka,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2018,Honami MAEDA,F,28,02:25:23,8723,8628,0.01,17.3334861859452,16/09/2018,JPN,7,Berlin,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2019,Honami MAEDA,F,28,02:31:42,9102,8723,0.04,16.611733684904415,03/03/2019,JPN,12,Tokyo,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2019,Honami MAEDA,F,28,02:25:15,8715,9102,-0.04,17.349397590361445,15/09/2019,JPN,1,Tokyo,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2021,Honami MAEDA,F,28,02:23:30,8610,8715,-0.01,17.5609756097561,31/01/2021,JPN,2,Osaka,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2023,Honami MAEDA,F,28,02:27:02,8822,8552,0.03,17.138970754930856,15/10/2023,JPN,7,Tokyo,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2024,Honami MAEDA,F,28,02:18:59,8339,8822,-0.05,18.131670464084422,28/01/2024,JPN,2,Osaka,15,1348,0,9,02:18:59,8339,18.131670464084422,28/01/2024,166,44,,16600,166,44,,16600,2024,330000,436,438,Aout,88,Summer
2016,Lonah Chemtai SALPETER,F,36,02:40:16,9616,9617,0.0,15.723793677204659,25/09/2016,ISR,11,Berlin,18,1344,0,32,02:23:30,8610,17.5609756097561,06/11/2022,165,52,,8635,165,52,,8635,2024,330000,436,438,Aout,88,Summer
2020,Lonah Chemtai SALPETER,F,36,02:17:45,8265,8591,-0.04,18.294010889292196,01/03/2020,ISR,1,Tokyo,18,1344,0,32,02:23:30,8610,17.5609756097561,06/11/2022,165,52,,8635,165,52,,8635,2024,330000,436,438,Aout,88,Summer
2021,Lonah Chemtai SALPETER,F,36,02:18:54,8334,10111,-0.18,18.142548596112313,03/10/2021,ISR,5,London,18,1344,0,32,02:23:30,8610,17.5609756097561,06/11/2022,165,52,,8635,165,52,,8635,2024,330000,436,438,Aout,88,Summer
2019,Emily SISSON,F,33,02:23:08,8588,,,17.6059618071728,28/04/2019,USA,6,London,24,1327,0,23,02:22:09,8529,17.72775237425255,08/10/2023,165,47,,150000,165,47,,150000,2024,330000,436,438,Aout,88,Summer
2018,Betsy SAINA,F,36,02:22:56,8576,,,17.630597014925375,08/04/2018,KEN,1,Paris,31,1318,0,10,02:19:17,8357,18.092616967811416,03/03/2024,168,47,,41300,168,47,,41300,2024,330000,436,438,Aout,88,Summer
2023,Betsy SAINA,F,36,02:21:40,8500,9111,-0.07,17.788235294117648,05/03/2023,USA,5,Tokyo,31,1318,0,10,02:19:17,8357,18.092616967811416,03/03/2024,168,47,,41300,168,47,,41300,2024,330000,436,438,Aout,88,Summer
2023,Worknesh DEGEFA,F,34,02:15:51,8151,8378,-0.03,18.549871181450129,03/12/2023,ETH,1,Valencia,33,1310,1,5,02:15:51,8151,18.549871181450129,03/12/2023,155,45,,,155,45,,,2024,330000,436,438,Aout,88,Summer
2018,Mizuki MATSUDA,F,29,02:22:44,8564,,,17.655301261092944,28/01/2018,JPN,1,Osaka,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2018,Mizuki MATSUDA,F,29,02:22:23,8543,8564,0.0,17.6987006906239,16/09/2018,JPN,5,Berlin,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2019,Mizuki MATSUDA,F,29,02:29:51,8991,8543,0.05,16.816816816816818,15/09/2019,JPN,4,Tokyo,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2020,Mizuki MATSUDA,F,29,02:21:47,8507,8991,-0.05,17.773598213236159,26/01/2020,JPN,1,Osaka,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2022,Mizuki MATSUDA,F,29,02:20:52,8452,8511,-0.01,17.889256980596308,30/01/2022,JPN,1,Osaka,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2023,Mizuki MATSUDA,F,29,02:21:44,8504,8629,-0.01,17.779868297271875,05/03/2023,JPN,6,Tokyo,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2024,Mizuki MATSUDA,F,29,02:23:07,8587,8955,-0.04,17.608012111331082,28/01/2024,JPN,3,Osaka,36,1303,0,20,02:21:44,8504,17.779868297271875,05/03/2023,158,46,,,158,46,,,2024,330000,436,438,Aout,88,Summer
2023,Magdalena SHAURI,F,28,02:18:41,8321,9208,-0.1,18.170892921523858,24/09/2023,TAN,3,Berlin,51,1280,1,8,02:18:41,8321,18.170892921523858,24/09/2023,,,,724,,,,724,2024,330000,436,438,Aout,88,Summer
2019,Majida MAAYOUF,F,35,02:33:12,9192,,,16.449086161879897,01/12/2019,MAR,19,Valencia,53,1280,0,17,02:21:01,8461,17.870228105424889,04/12/2022,,,,15500,,,,15500,2024,330000,436,438,Aout,88,Summer
2022,Majida MAAYOUF,F,35,02:24:09,8649,8964,-0.04,17.481789802289285,20/02/2022,MAR,8,Sevilla,53,1280,0,17,02:21:01,8461,17.870228105424889,04/12/2022,,,,15500,,,,15500,2024,330000,436,438,Aout,88,Summer
2022,Majida MAAYOUF,F,35,02:21:01,8461,8649,-0.02,17.870228105424889,04/12/2022,MAR,10,Valencia,53,1280,0,17,02:21:01,8461,17.870228105424889,04/12/2022,,,,15500,,,,15500,2024,330000,436,438,Aout,88,Summer
2023,Majida MAAYOUF,F,35,02:21:27,8487,8461,0.0,17.815482502651115,03/12/2023,ESP,5,Valencia,53,1280,0,17,02:21:01,8461,17.870228105424889,04/12/2022,,,,15500,,,,15500,2024,330000,436,438,Aout,88,Summer
2022,Dolshi TESFU,F,25,02:20:40,8440,,,17.914691943127963,04/12/2022,ERI,9,Valencia,55,1274,0,14,02:20:40,8440,17.914691943127963,04/12/2022,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2019,Joan Chelimo MELLY,F,34,02:26:24,8784,,,17.21311475409836,03/03/2019,KEN,8,Tokyo,61,1267,0,42,02:24:16,8656,17.467652495378928,03/12/2023,168,55,,39300,168,55,,39300,2024,330000,436,438,Aout,88,Summer
2020,Joan Chelimo MELLY,F,34,02:20:57,8457,8784,-0.04,17.878680383114581,06/12/2020,KEN,8,Valencia,61,1267,0,42,02:24:16,8656,17.467652495378928,03/12/2023,168,55,,39300,168,55,,39300,2024,330000,436,438,Aout,88,Summer
2021,Joan Chelimo MELLY,F,34,02:21:23,8483,8457,0.0,17.823883060238121,03/10/2021,ROU,7,London,61,1267,0,42,02:24:16,8656,17.467652495378928,03/12/2023,168,55,,39300,168,55,,39300,2024,330000,436,438,Aout,88,Summer
2022,Joan Chelimo MELLY,F,34,02:19:27,8367,8284,0.01,18.070993187522408,02/10/2022,ROU,5,London,61,1267,0,42,02:24:16,8656,17.467652495378928,03/12/2023,168,55,,39300,168,55,,39300,2024,330000,436,438,Aout,88,Summer
2023,Joan Chelimo MELLY,F,34,02:24:16,8656,8367,0.03,17.467652495378928,03/12/2023,ROU,12,Valencia,61,1267,0,42,02:24:16,8656,17.467652495378928,03/12/2023,168,55,,39300,168,55,,39300,2024,330000,436,438,Aout,88,Summer
2007,Hitomi NIIYA,F,36,02:31:02,9062,,,16.685058485985433,18/02/2007,JPN,1,Tokyo,62,1267,0,11,02:19:24,8364,18.077474892395983,15/01/2023,165,44,,26600,165,44,,26600,2024,330000,436,438,Aout,88,Summer
2022,Hitomi NIIYA,F,36,02:21:17,8477,9058,-0.06,17.836498761354253,06/03/2022,JPN,7,Tokyo,62,1267,0,11,02:19:24,8364,18.077474892395983,15/01/2023,165,44,,26600,165,44,,26600,2024,330000,436,438,Aout,88,Summer
2023,Hitomi NIIYA,F,36,02:23:08,8588,8364,0.03,17.6059618071728,24/09/2023,JPN,11,Berlin,62,1267,0,11,02:19:24,8364,18.077474892395983,15/01/2023,165,44,,26600,165,44,,26600,2024,330000,436,438,Aout,88,Summer
2018,Desi Jisa MOKONIN,F,27,02:31:30,9090,8645,0.05,16.633663366336634,08/04/2018,BRN,9,Paris,65,1266,0,15,02:20:47,8447,17.899846099206819,20/01/2023,164,51,,,164,51,,,2024,330000,436,438,Aout,88,Summer
2023,Desi Jisa MOKONIN,F,27,02:22:29,8549,8447,0.01,17.686279096970406,03/12/2023,BRN,7,Valencia,65,1266,0,15,02:20:47,8447,17.899846099206819,20/01/2023,164,51,,,164,51,,,2024,330000,436,438,Aout,88,Summer
2024,Stella CHESANG,F,28,02:23:36,8616,8423,0.02,17.548746518105848,28/01/2024,UGA,4,Osaka,67,1263,0,12,02:20:23,8423,17.950848866199692,23/04/2023,161,43,,1169,161,43,,1169,2024,330000,436,438,Aout,88,Summer
2023,Delvine Relin MERINGOR,F,32,02:23:25,8605,8449,0.02,17.571179546775131,24/09/2023,ROU,12,Berlin,80,1246,0,16,02:20:49,8449,17.895608947804472,19/03/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Sofiia YAREMCHUK,F,30,02:24:02,8642,8736,-0.01,17.495950011571395,23/04/2023,ITA,9,London,92,1241,0,30,02:23:16,8596,17.589576547231268,03/12/2023,170,49,,12600,170,49,,12600,2024,330000,436,438,Aout,88,Summer
2023,Sofiia YAREMCHUK,F,30,02:23:16,8596,8642,-0.01,17.589576547231268,03/12/2023,ITA,9,Valencia,92,1241,0,30,02:23:16,8596,17.589576547231268,03/12/2023,170,49,,12600,170,49,,12600,2024,330000,436,438,Aout,88,Summer
2023,Aleksandra LISOWSKA,F,34,02:25:52,8752,8804,-0.01,17.276051188299817,03/12/2023,POL,29,Valencia,93,1240,0,61,02:25:52,8752,17.276051188299817,03/12/2023,,,,11000,,,,11000,2024,330000,436,438,Aout,88,Summer
2008,Lisa WEIGHTMAN,F,45,02:32:32,9152,,,16.52097902097902,13/04/2008,AUS,13,London,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2013,Lisa WEIGHTMAN,F,45,02:29:09,8949,8852,0.01,16.895742541066042,27/01/2013,AUS,4,Osaka,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2017,Lisa WEIGHTMAN,F,45,02:25:15,8715,9281,-0.06,17.349397590361445,23/04/2017,AUS,5,London,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2020,Lisa WEIGHTMAN,F,45,02:26:02,8762,8985,-0.02,17.256334170280759,26/01/2020,AUS,5,Osaka,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2022,Lisa WEIGHTMAN,F,45,02:24:00,8640,8755,-0.01,17.5,25/09/2022,AUS,15,Berlin,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2023,Lisa WEIGHTMAN,F,45,02:23:15,8595,8640,-0.01,17.591623036649214,26/02/2023,AUS,4,Osaka,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2023,Lisa WEIGHTMAN,F,45,02:31:42,9102,8595,0.06,16.611733684904415,05/03/2023,AUS,13,Tokyo,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2023,Lisa WEIGHTMAN,F,45,02:24:18,8658,9050,-0.04,17.463617463617464,03/12/2023,AUS,13,Valencia,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2024,Lisa WEIGHTMAN,F,45,02:24:43,8683,8658,0.0,17.413336404468502,25/02/2024,AUS,3,Osaka,97,1237,0,29,02:23:15,8595,17.591623036649214,26/02/2023,157,44,,10900,157,44,,10900,2024,330000,436,438,Aout,88,Summer
2023,Genevieve GREGSON,F,35,02:23:08,8588,8913,-0.04,17.6059618071728,03/12/2023,AUS,8,Valencia,98,1236,0,28,02:23:08,8588,17.6059618071728,03/12/2023,164,53,,148000,164,53,,148000,2024,330000,436,438,Aout,88,Summer
2012,Sultan HAYDAR,F,37,02:25:09,8709,9306,-0.06,17.361350327247678,15/04/2012,TUR,2,Paris,122,1219,1,18,02:21:27,8487,17.815482502651115,03/12/2023,170,55,,,170,55,,,2024,330000,436,438,Aout,88,Summer
2023,Sultan HAYDAR,F,37,02:21:27,8487,10437,-0.19,17.815482502651115,03/12/2023,TUR,6,Valencia,122,1219,1,18,02:21:27,8487,17.815482502651115,03/12/2023,170,55,,,170,55,,,2024,330000,436,438,Aout,88,Summer
2022,Citlali CRISTIAN MOSCOTE,F,29,02:26:13,8773,,,17.234697366921235,20/02/2022,MEX,10,Sevilla,124,1219,0,52,02:24:53,8693,17.393304958012195,19/02/2023,,,,10200,,,,10200,2024,330000,436,438,Aout,88,Summer
2023,Citlali CRISTIAN MOSCOTE,F,29,02:24:53,8693,8793,-0.01,17.393304958012195,19/02/2023,MEX,4,Sevilla,124,1219,0,52,02:24:53,8693,17.393304958012195,19/02/2023,,,,10200,,,,10200,2024,330000,436,438,Aout,88,Summer
2018,Matea PARLOV KOŠTRO,F,32,02:38:05,9485,,,15.940959409594095,16/09/2018,CRO,20,Berlin,128,1217,0,60,02:25:45,8745,17.289879931389365,26/03/2023,,,,8747,,,,8747,2024,330000,436,438,Aout,88,Summer
2019,Matea PARLOV KOŠTRO,F,32,02:32:43,9163,9485,-0.03,16.501145912910619,17/02/2019,CRO,8,Sevilla,128,1217,0,60,02:25:45,8745,17.289879931389365,26/03/2023,,,,8747,,,,8747,2024,330000,436,438,Aout,88,Summer
2020,Matea PARLOV KOŠTRO,F,32,02:28:52,8932,9163,-0.03,16.927899686520377,06/12/2020,CRO,18,Valencia,128,1217,0,60,02:25:45,8745,17.289879931389365,26/03/2023,,,,8747,,,,8747,2024,330000,436,438,Aout,88,Summer
2016,Rose HARVEY,F,32,02:55:41,10541,,,14.3439901337634,24/04/2016,GBR,63,London,129,1216,0,31,02:23:21,8601,17.579351238228114,08/10/2023,166,,,13900,166,,,13900,2024,330000,436,438,Aout,88,Summer
2021,Rose HARVEY,F,32,02:29:45,8985,9074,-0.01,16.828046744574291,03/10/2021,GBR,15,London,129,1216,0,31,02:23:21,8601,17.579351238228114,08/10/2023,166,,,13900,166,,,13900,2024,330000,436,438,Aout,88,Summer
2022,Rose HARVEY,F,32,02:27:20,8840,8985,-0.02,17.104072398190045,20/02/2022,GBR,13,Sevilla,129,1216,0,31,02:23:21,8601,17.579351238228114,08/10/2023,166,,,13900,166,,,13900,2024,330000,436,438,Aout,88,Summer
2022,Rose HARVEY,F,32,02:27:59,8879,8840,0.0,17.028944700979839,02/10/2022,GBR,10,London,129,1216,0,31,02:23:21,8601,17.579351238228114,08/10/2023,166,,,13900,166,,,13900,2024,330000,436,438,Aout,88,Summer
2016,Charlotte PURDUE,F,33,02:32:48,9168,,,16.492146596858639,24/04/2016,GBR,16,London,133,1212,1,25,02:22:17,8537,17.711139744640974,24/09/2023,153,47,,51300,153,47,,51300,2024,330000,436,438,Aout,88,Summer
2017,Charlotte PURDUE,F,33,02:29:23,8963,9004,0.0,16.8693517795381,23/04/2017,GBR,15,London,133,1212,1,25,02:22:17,8537,17.711139744640974,24/09/2023,153,47,,51300,153,47,,51300,2024,330000,436,438,Aout,88,Summer
2019,Charlotte PURDUE,F,33,02:25:38,8738,9034,-0.03,17.303730830853741,28/04/2019,GBR,10,London,133,1212,1,25,02:22:17,8537,17.711139744640974,24/09/2023,153,47,,51300,153,47,,51300,2024,330000,436,438,Aout,88,Summer
2021,Charlotte PURDUE,F,33,02:23:26,8606,8738,-0.02,17.569137810829652,03/10/2021,GBR,10,London,133,1212,1,25,02:22:17,8537,17.711139744640974,24/09/2023,153,47,,51300,153,47,,51300,2024,330000,436,438,Aout,88,Summer
2023,Charlotte PURDUE,F,33,02:22:17,8537,8606,-0.01,17.711139744640974,24/09/2023,GBR,9,Berlin,133,1212,1,25,02:22:17,8537,17.711139744640974,24/09/2023,153,47,,51300,153,47,,51300,2024,330000,436,438,Aout,88,Summer
2023,Malindi ELMORE,F,44,02:23:30,8610,8865,-0.03,17.5609756097561,24/09/2023,CAN,13,Berlin,136,1211,0,33,02:23:30,8610,17.5609756097561,24/09/2023,168,51,,7707,168,51,,7707,2024,330000,436,438,Aout,88,Summer
2019,Melat Yisak KEJETA,F,32,02:23:57,8637,,,17.506078499478988,29/09/2019,GER,6,Berlin,137,1211,1,21,02:21:47,8507,17.773598213236159,07/01/2024,165,50,,,165,50,,,2024,330000,436,438,Aout,88,Summer
2019,Zhixuan LI,F,28,02:54:38,10478,9041,0.16,14.43023477762932,29/09/2019,CHN,80,Berlin,142,1208,0,70,02:26:28,8788,17.205279927173418,12/03/2023,170,,,,170,,,,2024,330000,436,438,Aout,88,Summer
2022,Florencia BORELLI,F,32,02:26:54,8814,9147,-0.04,17.154526889040163,20/02/2022,ARG,12,Sevilla,144,1208,0,43,02:24:18,8658,17.463617463617464,18/02/2024,,,,87000,,,,87000,2024,330000,436,438,Aout,88,Summer
2024,Florencia BORELLI,F,32,02:24:18,8658,8849,-0.02,17.463617463617464,18/02/2024,ARG,8,Sevilla,144,1208,0,43,02:24:18,8658,17.463617463617464,18/02/2024,,,,87000,,,,87000,2024,330000,436,438,Aout,88,Summer
2019,Sinead DIVER,F,47,02:24:11,8651,8719,-0.01,17.477748237198011,28/04/2019,AUS,7,London,148,1205,0,19,02:21:34,8494,17.800800565104783,04/12/2022,,,,20400,,,,20400,2024,330000,436,438,Aout,88,Summer
2020,Sinead DIVER,F,47,02:27:07,8827,8783,0.01,17.129262490087232,04/10/2020,AUS,8,London,148,1205,0,19,02:21:34,8494,17.800800565104783,04/12/2022,,,,20400,,,,20400,2024,330000,436,438,Aout,88,Summer
2021,Sinead DIVER,F,47,02:27:16,8836,9074,-0.03,17.111815301041194,03/10/2021,AUS,12,London,148,1205,0,19,02:21:34,8494,17.800800565104783,04/12/2022,,,,20400,,,,20400,2024,330000,436,438,Aout,88,Summer
2022,Sinead DIVER,F,47,02:21:34,8494,9066,-0.06,17.800800565104783,04/12/2022,AUS,12,Valencia,148,1205,0,19,02:21:34,8494,17.800800565104783,04/12/2022,,,,20400,,,,20400,2024,330000,436,438,Aout,88,Summer
2021,Nienke BRINKMAN,F,31,02:26:34,8794,,,17.193541050716398,05/12/2021,NED,13,Valencia,150,1205,1,83,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2018,Giovanna EPIS,F,36,02:29:41,8981,9151,-0.02,16.835541699142635,25/02/2018,ITA,6,Sevilla,164,1198,0,35,02:23:46,8626,17.5284025040575,23/04/2023,164,46,,12500,164,46,,12500,2024,330000,436,438,Aout,88,Summer
2021,Giovanna EPIS,F,36,02:25:20,8720,9309,-0.06,17.339449541284406,05/12/2021,ITA,10,Valencia,164,1198,0,35,02:23:46,8626,17.5284025040575,23/04/2023,164,46,,12500,164,46,,12500,2024,330000,436,438,Aout,88,Summer
2022,Giovanna EPIS,F,36,02:23:54,8634,8946,-0.03,17.512161223071576,04/12/2022,ITA,15,Valencia,164,1198,0,35,02:23:46,8626,17.5284025040575,23/04/2023,164,46,,12500,164,46,,12500,2024,330000,436,438,Aout,88,Summer
2023,Meritxell SOLER,F,32,02:26:37,8797,,,17.187677617369559,19/02/2023,ESP,8,Sevilla,165,1197,0,54,02:24:57,8697,17.385305277681958,18/02/2024,,,,452,,,,452,2024,330000,436,438,Aout,88,Summer
2024,Meritxell SOLER,F,32,02:24:57,8697,9278,-0.06,17.385305277681958,18/02/2024,ESP,14,Sevilla,165,1197,0,54,02:24:57,8697,17.385305277681958,18/02/2024,,,,452,,,,452,2024,330000,436,438,Aout,88,Summer
2022,Méline ROLLIN,F,26,02:30:27,9027,,,16.749750747756732,04/12/2022,FRA,24,Valencia,167,1196,0,41,02:24:12,8652,17.475728155339805,18/02/2024,,,,12200,,,,12200,2024,330000,436,438,Aout,88,Summer
2024,Méline ROLLIN,F,26,02:24:12,8652,8818,-0.02,17.475728155339805,18/02/2024,FRA,7,Sevilla,167,1196,0,41,02:24:12,8652,17.475728155339805,18/02/2024,,,,12200,,,,12200,2024,330000,436,438,Aout,88,Summer
2022,Natasha WODAK,F,43,02:23:12,8592,9101,-0.06,17.597765363128492,25/09/2022,CAN,12,Berlin,170,1194,0,87,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Domenika MAYER,F,34,02:23:47,8627,8927,-0.03,17.526370696650055,24/09/2023,GER,14,Berlin,174,1192,0,36,02:23:47,8627,17.526370696650055,24/09/2023,,,,3443,,,,3443,2024,330000,436,438,Aout,88,Summer
2024,Chloé HERBIET,F,26,02:24:56,8696,8874,-0.02,17.387304507819685,18/02/2024,BEL,13,Sevilla,184,1190,0,53,02:24:56,8696,17.387304507819685,18/02/2024,168,52,,2642,168,52,,2642,2024,330000,436,438,Aout,88,Summer
2017,Gerda STEYN,F,34,02:37:22,9442,10625,-0.11,16.01355644990468,19/11/2017,RSA,12,Valencia,201,1183,0,37,02:24:03,8643,17.493925720236028,03/12/2023,,56,,55500,,56,,55500,2024,330000,436,438,Aout,88,Summer
2020,Gerda STEYN,F,34,02:26:51,8811,8868,-0.01,17.160367722165475,04/10/2020,RSA,7,London,201,1183,0,37,02:24:03,8643,17.493925720236028,03/12/2023,,56,,55500,,56,,55500,2024,330000,436,438,Aout,88,Summer
2023,Gerda STEYN,F,34,02:24:03,8643,9022,-0.04,17.493925720236028,03/12/2023,RSA,11,Valencia,201,1183,0,37,02:24:03,8643,17.493925720236028,03/12/2023,,56,,55500,,56,,55500,2024,330000,436,438,Aout,88,Summer
2023,Fabienne SCHLUMPF,F,34,02:25:27,8727,9017,-0.03,17.325541423169472,24/09/2023,SUI,15,Berlin,206,1182,0,44,02:24:30,8670,17.439446366782008,03/12/2023,183,62,,7853,183,62,,7853,2024,330000,436,438,Aout,88,Summer
2023,Fabienne SCHLUMPF,F,34,02:24:30,8670,8727,-0.01,17.439446366782008,03/12/2023,SUI,14,Valencia,206,1182,0,44,02:24:30,8670,17.439446366782008,03/12/2023,183,62,,7853,183,62,,7853,2024,330000,436,438,Aout,88,Summer
